"Area","Year","Month","Labor Force","Employed","Unemployed","Area Rate","Massachusetts Rate"
"HAMPDEN COUNTY","2012","July","220015","199558","20457","9.3","7.1"
"HAMPDEN COUNTY","2012","August","219162","199860","19302","8.8","6.7"
"HAMPDEN COUNTY","2012","September","219241","200935","18306","8.3","6.5"
"HAMPDEN COUNTY","2012","October","220669","203311","17358","7.9","6.3"
"HAMPDEN COUNTY","2012","November","219526","202263","17263","7.9","6.1"
"HAMPDEN COUNTY","2012","December","219560","201339","18221","8.3","6.4"
"HAMPDEN COUNTY","2012","Annual","220550","201584","18966","8.6","6.7"
"HAMPDEN COUNTY","2011","January","220440","196582","23858","10.8","8.3"
"HAMPDEN COUNTY","2011","February","221423","198390","23033","10.4","8.0"
"HAMPDEN COUNTY","2011","March","221759","199883","21876","9.9","7.6"
"HAMPDEN COUNTY","2011","April","220504","200816","19688","8.9","7.0"
"HAMPDEN COUNTY","2011","May","219731","199751","19980","9.1","7.1"
"HAMPDEN COUNTY","2011","June","221173","200080","21093","9.5","7.5"
"HAMPDEN COUNTY","2011","July","219185","198045","21140","9.6","7.5"
"HAMPDEN COUNTY","2011","August","219133","198911","20222","9.2","7.0"
"HAMPDEN COUNTY","2011","September","219603","199759","19844","9.0","7.1"
"HAMPDEN COUNTY","2011","October","219599","201410","18189","8.3","6.6"
"HAMPDEN COUNTY","2011","November","218682","200833","17849","8.2","6.4"
"HAMPDEN COUNTY","2011","December","219483","201045","18438","8.4","6.5"
"HAMPDEN COUNTY","2011","Annual","220059","199625","20434","9.3","7.2"
"HAMPDEN COUNTY","2010","January","219577","193866","25711","11.7","9.3"
"HAMPDEN COUNTY","2010","February","220746","195913","24833","11.2","9.1"
"HAMPDEN COUNTY","2010","March","221720","197815","23905","10.8","8.7"
"HAMPDEN COUNTY","2010","April","221492","199909","21583","9.7","8.0"
"HAMPDEN COUNTY","2010","May","221130","199695","21435","9.7","7.9"
"HAMPDEN COUNTY","2010","June","221436","199684","21752","9.8","8.1"
"HAMPDEN COUNTY","2010","July","221143","199016","22127","10.0","8.1"
"HAMPDEN COUNTY","2010","August","220236","198856","21380","9.7","7.7"
"HAMPDEN COUNTY","2010","September","219236","198458","20778","9.5","7.8"
"HAMPDEN COUNTY","2010","October","220890","201176","19714","8.9","7.3"
"HAMPDEN COUNTY","2010","November","221535","201039","20496","9.3","7.5"
"HAMPDEN COUNTY","2010","December","221341","200623","20718","9.4","7.4"
"HAMPDEN COUNTY","2010","Annual","220874","198838","22036","10.0","8.1"
"HAMPDEN COUNTY","2009","January","226843","205327","21516","9.5","7.8"
"HAMPDEN COUNTY","2009","February","227336","206450","20886","9.2","8.1"
"HAMPDEN COUNTY","2009","March","227835","207506","20329","8.9","8.1"
"HAMPDEN COUNTY","2009","April","227152","208309","18843","8.3","7.5"
"HAMPDEN COUNTY","2009","May","226432","206762","19670","8.7","8.0"
"HAMPDEN COUNTY","2009","June","228695","207459","21236","9.3","8.4"
"HAMPDEN COUNTY","2009","July","227110","205220","21890","9.6","8.5"
"HAMPDEN COUNTY","2009","August","225985","204551","21434","9.5","8.2"
"HAMPDEN COUNTY","2009","September","224951","203233","21718","9.7","8.4"
"HAMPDEN COUNTY","2009","October","227049","205277","21772","9.6","8.1"
"HAMPDEN COUNTY","2009","November","227262","205646","21616","9.5","7.9"
"HAMPDEN COUNTY","2009","December","226141","203509","22632","10.0","8.2"
"HAMPDEN COUNTY","2009","Annual","226900","205771","21129","9.3","8.1"
"HAMPDEN COUNTY","2008","January","222620","207443","15177","6.8","5.2"
"HAMPDEN COUNTY","2008","February","222816","208690","14126","6.3","5.1"
"HAMPDEN COUNTY","2008","March","224450","210658","13792","6.1","4.9"
"HAMPDEN COUNTY","2008","April","224409","212103","12306","5.5","4.4"
"HAMPDEN COUNTY","2008","May","224054","210806","13248","5.9","4.9"
"HAMPDEN COUNTY","2008","June","226222","211393","14829","6.6","5.3"
"HAMPDEN COUNTY","2008","July","224820","208823","15997","7.1","5.5"
"HAMPDEN COUNTY","2008","August","224092","208324","15768","7.0","5.4"
"HAMPDEN COUNTY","2008","September","224437","208803","15634","7.0","5.5"
"HAMPDEN COUNTY","2008","October","226889","211359","15530","6.8","5.4"
"HAMPDEN COUNTY","2008","November","226874","210502","16372","7.2","5.7"
"HAMPDEN COUNTY","2008","December","226905","209206","17699","7.8","6.3"
"HAMPDEN COUNTY","2008","Annual","224883","209843","15040","6.7","5.3"
"HAMPDEN COUNTY","2007","January","224381","208656","15725","7.0","5.4"
"HAMPDEN COUNTY","2007","February","223936","209650","14286","6.4","5.1"
"HAMPDEN COUNTY","2007","March","224564","211173","13391","6.0","4.7"
"HAMPDEN COUNTY","2007","April","223502","211257","12245","5.5","4.3"
"HAMPDEN COUNTY","2007","May","223294","211396","11898","5.3","4.3"
"HAMPDEN COUNTY","2007","June","225504","212266","13238","5.9","4.6"
"HAMPDEN COUNTY","2007","July","223564","210128","13436","6.0","4.7"
"HAMPDEN COUNTY","2007","August","221426","209199","12227","5.5","4.3"
"HAMPDEN COUNTY","2007","September","221922","209817","12105","5.5","4.4"
"HAMPDEN COUNTY","2007","October","223076","212094","10982","4.9","4.0"
"HAMPDEN COUNTY","2007","November","224840","213320","11520","5.1","4.0"
"HAMPDEN COUNTY","2007","December","224373","212174","12199","5.4","4.3"
"HAMPDEN COUNTY","2007","Annual","223699","210928","12771","5.7","4.5"
"HAMPDEN COUNTY","2006","January","223099","207622","15477","6.9","5.3"
"HAMPDEN COUNTY","2006","February","224346","209361","14985","6.7","5.3"
"HAMPDEN COUNTY","2006","March","224864","210473","14391","6.4","5.0"
"HAMPDEN COUNTY","2006","April","225267","211899","13368","5.9","4.6"
"HAMPDEN COUNTY","2006","May","224842","211896","12946","5.8","4.6"
"HAMPDEN COUNTY","2006","June","226674","212943","13731","6.1","4.8"
"HAMPDEN COUNTY","2006","July","224886","210544","14342","6.4","5.0"
"HAMPDEN COUNTY","2006","August","223781","210488","13293","5.9","4.6"
"HAMPDEN COUNTY","2006","September","223942","210625","13317","5.9","4.7"
"HAMPDEN COUNTY","2006","October","225427","213736","11691","5.2","4.1"
"HAMPDEN COUNTY","2006","November","226640","214134","12506","5.5","4.3"
"HAMPDEN COUNTY","2006","December","226607","213850","12757","5.6","4.3"
"HAMPDEN COUNTY","2006","Annual","225031","211464","13567","6.0","4.7"
"HAMPDEN COUNTY","2005","January","223379","208307","15072","6.7","5.5"
"HAMPDEN COUNTY","2005","February","223805","209593","14212","6.4","5.5"
"HAMPDEN COUNTY","2005","March","223983","210490","13493","6.0","5.1"
"HAMPDEN COUNTY","2005","April","223643","211389","12254","5.5","4.6"
"HAMPDEN COUNTY","2005","May","223721","211519","12202","5.5","4.7"
"HAMPDEN COUNTY","2005","June","225826","212447","13379","5.9","4.9"
"HAMPDEN COUNTY","2005","July","224073","210445","13628","6.1","4.9"
"HAMPDEN COUNTY","2005","August","223255","210927","12328","5.5","4.5"
"HAMPDEN COUNTY","2005","September","223428","210228","13200","5.9","4.8"
"HAMPDEN COUNTY","2005","October","224734","212865","11869","5.3","4.3"
"HAMPDEN COUNTY","2005","November","225288","212700","12588","5.6","4.5"
"HAMPDEN COUNTY","2005","December","224779","212226","12553","5.6","4.5"
"HAMPDEN COUNTY","2005","Annual","224160","211095","13065","5.8","4.8"
"HAMPDEN COUNTY","2004","January","226240","209406","16834","7.4","6.1"
"HAMPDEN COUNTY","2004","February","225611","210250","15361","6.8","5.8"
"HAMPDEN COUNTY","2004","March","226353","211132","15221","6.7","5.7"
"HAMPDEN COUNTY","2004","April","225050","211695","13355","5.9","5.0"
"HAMPDEN COUNTY","2004","May","224950","211511","13439","6.0","5.0"
"HAMPDEN COUNTY","2004","June","227577","212848","14729","6.5","5.4"
"HAMPDEN COUNTY","2004","July","225682","211099","14583","6.5","5.3"
"HAMPDEN COUNTY","2004","August","223784","210931","12853","5.7","4.8"
"HAMPDEN COUNTY","2004","September","222835","209824","13011","5.8","4.8"
"HAMPDEN COUNTY","2004","October","224290","212692","11598","5.2","4.4"
"HAMPDEN COUNTY","2004","November","225064","213401","11663","5.2","4.5"
"HAMPDEN COUNTY","2004","December","224703","212579","12124","5.4","4.5"
"HAMPDEN COUNTY","2004","Annual","225178","211447","13731","6.1","5.1"
"HAMPDEN COUNTY","2003","January","225740","209136","16604","7.4","6.3"
"HAMPDEN COUNTY","2003","February","225804","210403","15401","6.8","6.1"
"HAMPDEN COUNTY","2003","March","225950","210713","15237","6.7","6.0"
"HAMPDEN COUNTY","2003","April","225659","211621","14038","6.2","5.5"
"HAMPDEN COUNTY","2003","May","225183","211600","13583","6.0","5.7"
"HAMPDEN COUNTY","2003","June","228048","212924","15124","6.6","6.2"
"HAMPDEN COUNTY","2003","July","225623","210477","15146","6.7","6.0"
"HAMPDEN COUNTY","2003","August","225372","211203","14169","6.3","5.6"
"HAMPDEN COUNTY","2003","September","224051","209660","14391","6.4","5.7"
"HAMPDEN COUNTY","2003","October","225350","211823","13527","6.0","5.2"
"HAMPDEN COUNTY","2003","November","226572","212668","13904","6.1","5.2"
"HAMPDEN COUNTY","2003","December","226505","212815","13690","6.0","5.1"
"HAMPDEN COUNTY","2003","Annual","225822","211254","14568","6.5","5.7"
"HAMPDEN COUNTY","2002","January","222390","208931","13459","6.1","5.6"
"HAMPDEN COUNTY","2002","February","224397","211491","12906","5.8","5.4"
"HAMPDEN COUNTY","2002","March","224806","211900","12906","5.7","5.4"
"HAMPDEN COUNTY","2002","April","223567","211601","11966","5.4","5.0"
"HAMPDEN COUNTY","2002","May","224391","212681","11710","5.2","4.9"
"HAMPDEN COUNTY","2002","June","227428","214048","13380","5.9","5.4"
"HAMPDEN COUNTY","2002","July","225897","212207","13690","6.1","5.4"
"HAMPDEN COUNTY","2002","August","224100","211263","12837","5.7","5.1"
"HAMPDEN COUNTY","2002","September","225389","212591","12798","5.7","5.2"
"HAMPDEN COUNTY","2002","October","225909","213605","12304","5.4","4.9"
"HAMPDEN COUNTY","2002","November","226144","213200","12944","5.7","5.1"
"HAMPDEN COUNTY","2002","December","226177","212840","13337","5.9","5.3"
"HAMPDEN COUNTY","2002","Annual","225050","212197","12853","5.7","5.2"
"HAMPDEN COUNTY","2001","January","219323","208885","10438","4.8","3.7"
"HAMPDEN COUNTY","2001","February","219419","209556","9863","4.5","3.5"
"HAMPDEN COUNTY","2001","March","220609","210690","9919","4.5","3.6"
"HAMPDEN COUNTY","2001","April","218879","210208","8671","4.0","3.2"
"HAMPDEN COUNTY","2001","May","219000","210704","8296","3.8","3.3"
"HAMPDEN COUNTY","2001","June","221655","212126","9529","4.3","3.8"
"HAMPDEN COUNTY","2001","July","220301","210653","9648","4.4","3.9"
"HAMPDEN COUNTY","2001","August","219669","210397","9272","4.2","3.9"
"HAMPDEN COUNTY","2001","September","219813","210697","9116","4.1","4.0"
"HAMPDEN COUNTY","2001","October","221189","212814","8375","3.8","4.0"
"HAMPDEN COUNTY","2001","November","222622","213496","9126","4.1","4.2"
"HAMPDEN COUNTY","2001","December","223182","213419","9763","4.4","4.4"
"HAMPDEN COUNTY","2001","Annual","220472","211137","9335","4.2","3.8"
"HAMPSHIRE COUNTY","2020","January","90930","87990","2940","3.2","3.5"
"HAMPSHIRE COUNTY","2020","February","91424","88664","2760","3.0","3.3"
"HAMPSHIRE COUNTY","2020","March","90178","87377","2801","3.1","3.6"
"HAMPSHIRE COUNTY","2020","April","79510","69335","10175","12.8","16.7"
"HAMPSHIRE COUNTY","2020","May","84792","74843","9949","11.7","15.6"
"HAMPSHIRE COUNTY","2020","June","88345","77921","10424","11.8","14.5"
"HAMPSHIRE COUNTY","2020","July","88391","79028","9363","10.6","13.0"
"HAMPSHIRE COUNTY","2020","August","88388","81222","7166","8.1","10.3"
"HAMPSHIRE COUNTY","2020","September","87850","81136","6714","7.6","9.8"
"HAMPSHIRE COUNTY","2020","October","89940","83838","6102","6.8","8.1"
"HAMPSHIRE COUNTY","2020","November","90229","84180","6049","6.7","7.6"
"HAMPSHIRE COUNTY","2020","December","90340","84172","6168","6.8","7.4"
"HAMPSHIRE COUNTY","2020","Annual","88360","81642","6718","7.6","9.4"
"HAMPSHIRE COUNTY","2019","January","91694","88382","3312","3.6","4.0"
"HAMPSHIRE COUNTY","2019","February","92256","89257","2999","3.3","3.6"
"HAMPSHIRE COUNTY","2019","March","92221","89310","2911","3.2","3.4"
"HAMPSHIRE COUNTY","2019","April","91825","89547","2278","2.5","2.8"
"HAMPSHIRE COUNTY","2019","May","91837","89358","2479","2.7","2.9"
"HAMPSHIRE COUNTY","2019","June","91513","88600","2913","3.2","3.2"
"HAMPSHIRE COUNTY","2019","July","91260","88167","3093","3.4","3.3"
"HAMPSHIRE COUNTY","2019","August","90818","88204","2614","2.9","3.0"
"HAMPSHIRE COUNTY","2019","September","91221","88709","2512","2.8","2.8"
"HAMPSHIRE COUNTY","2019","October","91588","89408","2180","2.4","2.6"
"HAMPSHIRE COUNTY","2019","November","91590","89603","1987","2.2","2.5"
"HAMPSHIRE COUNTY","2019","December","91395","89387","2008","2.2","2.6"
"HAMPSHIRE COUNTY","2019","Annual","91601","88994","2607","2.8","3.1"
"HAMPSHIRE COUNTY","2018","January","89368","86114","3254","3.6","4.3"
"HAMPSHIRE COUNTY","2018","February","90659","87391","3268","3.6","4.2"
"HAMPSHIRE COUNTY","2018","March","91063","87920","3143","3.5","3.8"
"HAMPSHIRE COUNTY","2018","April","91238","88563","2675","2.9","3.3"
"HAMPSHIRE COUNTY","2018","May","90871","88226","2645","2.9","3.3"
"HAMPSHIRE COUNTY","2018","June","91987","88530","3457","3.8","3.7"
"HAMPSHIRE COUNTY","2018","July","91533","88180","3353","3.7","3.7"
"HAMPSHIRE COUNTY","2018","August","91147","88326","2821","3.1","3.3"
"HAMPSHIRE COUNTY","2018","September","91524","88903","2621","2.9","3.2"
"HAMPSHIRE COUNTY","2018","October","91977","89626","2351","2.6","2.9"
"HAMPSHIRE COUNTY","2018","November","92356","90143","2213","2.4","2.8"
"HAMPSHIRE COUNTY","2018","December","92246","89831","2415","2.6","3.0"
"HAMPSHIRE COUNTY","2018","Annual","91330","88479","2851","3.1","3.4"
"HAMPSHIRE COUNTY","2017","January","88617","84962","3655","4.1","4.5"
"HAMPSHIRE COUNTY","2017","February","89673","86143","3530","3.9","4.4"
"HAMPSHIRE COUNTY","2017","March","90210","86807","3403","3.8","4.0"
"HAMPSHIRE COUNTY","2017","April","90263","87341","2922","3.2","3.6"
"HAMPSHIRE COUNTY","2017","May","89695","86686","3009","3.4","3.7"
"HAMPSHIRE COUNTY","2017","June","90533","86862","3671","4.1","4.0"
"HAMPSHIRE COUNTY","2017","July","90282","86429","3853","4.3","4.1"
"HAMPSHIRE COUNTY","2017","August","89787","86523","3264","3.6","3.8"
"HAMPSHIRE COUNTY","2017","September","89757","86768","2989","3.3","3.7"
"HAMPSHIRE COUNTY","2017","October","90111","87482","2629","2.9","3.3"
"HAMPSHIRE COUNTY","2017","November","90411","87864","2547","2.8","3.3"
"HAMPSHIRE COUNTY","2017","December","90395","87835","2560","2.8","3.4"
"HAMPSHIRE COUNTY","2017","Annual","89978","86809","3169","3.5","3.8"
"HAMPSHIRE COUNTY","2016","January","87055","83215","3840","4.4","4.9"
"HAMPSHIRE COUNTY","2016","February","88071","84370","3701","4.2","4.7"
"HAMPSHIRE COUNTY","2016","March","88549","84954","3595","4.1","4.5"
"HAMPSHIRE COUNTY","2016","April","88308","85165","3143","3.6","3.9"
"HAMPSHIRE COUNTY","2016","May","87717","84405","3312","3.8","3.9"
"HAMPSHIRE COUNTY","2016","June","88399","84494","3905","4.4","4.2"
"HAMPSHIRE COUNTY","2016","July","88385","84602","3783","4.3","4.2"
"HAMPSHIRE COUNTY","2016","August","88050","84729","3321","3.8","3.8"
"HAMPSHIRE COUNTY","2016","September","87671","84571","3100","3.5","3.8"
"HAMPSHIRE COUNTY","2016","October","88182","85444","2738","3.1","3.5"
"HAMPSHIRE COUNTY","2016","November","88298","85696","2602","2.9","3.3"
"HAMPSHIRE COUNTY","2016","December","88263","85563","2700","3.1","3.5"
"HAMPSHIRE COUNTY","2016","Annual","88079","84767","3312","3.8","4.0"
"HAMPSHIRE COUNTY","2015","January","87268","82540","4728","5.4","5.8"
"HAMPSHIRE COUNTY","2015","February","87862","83555","4307","4.9","5.5"
"HAMPSHIRE COUNTY","2015","March","87752","83637","4115","4.7","5.2"
"HAMPSHIRE COUNTY","2015","April","87907","84153","3754","4.3","4.6"
"HAMPSHIRE COUNTY","2015","May","87859","83870","3989","4.5","4.9"
"HAMPSHIRE COUNTY","2015","June","88526","84066","4460","5.0","5.0"
"HAMPSHIRE COUNTY","2015","July","87411","82985","4426","5.1","5.0"
"HAMPSHIRE COUNTY","2015","August","86856","83051","3805","4.4","4.5"
"HAMPSHIRE COUNTY","2015","September","85858","82229","3629","4.2","4.5"
"HAMPSHIRE COUNTY","2015","October","86948","83655","3293","3.8","4.2"
"HAMPSHIRE COUNTY","2015","November","87128","83793","3335","3.8","4.1"
"HAMPSHIRE COUNTY","2015","December","87128","83814","3314","3.8","4.1"
"HAMPSHIRE COUNTY","2015","Annual","87376","83446","3930","4.5","4.8"
"HAMPSHIRE COUNTY","2014","January","85627","80370","5257","6.1","6.7"
"HAMPSHIRE COUNTY","2014","February","86358","81304","5054","5.9","6.7"
"HAMPSHIRE COUNTY","2014","March","86955","82059","4896","5.6","6.4"
"HAMPSHIRE COUNTY","2014","April","87083","82775","4308","4.9","5.5"
"HAMPSHIRE COUNTY","2014","May","86997","82415","4582","5.3","5.7"
"HAMPSHIRE COUNTY","2014","June","87609","82548","5061","5.8","5.9"
"HAMPSHIRE COUNTY","2014","July","87335","82274","5061","5.8","6.1"
"HAMPSHIRE COUNTY","2014","August","86991","82513","4478","5.1","5.7"
"HAMPSHIRE COUNTY","2014","September","86387","82048","4339","5.0","5.5"
"HAMPSHIRE COUNTY","2014","October","87848","83847","4001","4.6","5.0"
"HAMPSHIRE COUNTY","2014","November","87929","83894","4035","4.6","4.9"
"HAMPSHIRE COUNTY","2014","December","87716","83856","3860","4.4","4.8"
"HAMPSHIRE COUNTY","2014","Annual","87070","82492","4578","5.3","5.7"
"HAMPSHIRE COUNTY","2013","January","84825","79124","5701","6.7","7.6"
"HAMPSHIRE COUNTY","2013","February","85211","79962","5249","6.2","7.2"
"HAMPSHIRE COUNTY","2013","March","85334","80397","4937","5.8","6.9"
"HAMPSHIRE COUNTY","2013","April","86044","81193","4851","5.6","6.3"
"HAMPSHIRE COUNTY","2013","May","85966","80688","5278","6.1","6.6"
"HAMPSHIRE COUNTY","2013","June","86496","80504","5992","6.9","7.1"
"HAMPSHIRE COUNTY","2013","July","85610","79898","5712","6.7","7.0"
"HAMPSHIRE COUNTY","2013","August","85196","80072","5124","6.0","6.5"
"HAMPSHIRE COUNTY","2013","September","85301","80333","4968","5.8","6.5"
"HAMPSHIRE COUNTY","2013","October","85239","80551","4688","5.5","6.2"
"HAMPSHIRE COUNTY","2013","November","85365","80903","4462","5.2","5.9"
"HAMPSHIRE COUNTY","2013","December","85648","81192","4456","5.2","5.9"
"HAMPSHIRE COUNTY","2013","Annual","85519","80401","5118","6.0","6.6"
"HAMPSHIRE COUNTY","2012","January","84695","79288","5407","6.4","7.4"
"HAMPSHIRE COUNTY","2012","February","85267","80129","5138","6.0","7.3"
"HAMPSHIRE COUNTY","2012","March","85943","81256","4687","5.5","6.9"
"HAMPSHIRE COUNTY","2012","April","86176","81717","4459","5.2","6.3"
"HAMPSHIRE COUNTY","2012","May","86202","81518","4684","5.4","6.5"
"HAMPSHIRE COUNTY","2012","June","87433","81732","5701","6.5","6.9"
"HAMPSHIRE COUNTY","2012","July","85824","79980","5844","6.8","7.1"
"HAMPSHIRE COUNTY","2012","August","85252","80097","5155","6.0","6.7"
"HAMPSHIRE COUNTY","2012","September","85434","80527","4907","5.7","6.5"
"HAMPSHIRE COUNTY","2012","October","86171","81472","4699","5.5","6.3"
"HAMPSHIRE COUNTY","2012","November","85594","81047","4547","5.3","6.1"
"HAMPSHIRE COUNTY","2012","December","85449","80678","4771","5.6","6.4"
"HAMPSHIRE COUNTY","2012","Annual","85787","80787","5000","5.8","6.7"
"HAMPSHIRE COUNTY","2011","January","84817","78873","5944","7.0","8.3"
"HAMPSHIRE COUNTY","2011","February","85093","79602","5491","6.5","8.0"
"HAMPSHIRE COUNTY","2011","March","85361","80197","5164","6.0","7.6"
"HAMPSHIRE COUNTY","2011","April","85637","80582","5055","5.9","7.0"
"HAMPSHIRE COUNTY","2011","May","85182","80164","5018","5.9","7.1"
"HAMPSHIRE COUNTY","2011","June","86260","80302","5958","6.9","7.5"
"HAMPSHIRE COUNTY","2011","July","85461","79484","5977","7.0","7.5"
"HAMPSHIRE COUNTY","2011","August","85098","79821","5277","6.2","7.0"
"HAMPSHIRE COUNTY","2011","September","85263","80151","5112","6.0","7.1"
"HAMPSHIRE COUNTY","2011","October","85608","80815","4793","5.6","6.6"
"HAMPSHIRE COUNTY","2011","November","85094","80564","4530","5.3","6.4"
"HAMPSHIRE COUNTY","2011","December","85296","80661","4635","5.4","6.5"
"HAMPSHIRE COUNTY","2011","Annual","85347","80101","5246","6.1","7.2"
"HAMPSHIRE COUNTY","2010","January","84249","77772","6477","7.7","9.3"
"HAMPSHIRE COUNTY","2010","February","84613","78593","6020","7.1","9.1"
"HAMPSHIRE COUNTY","2010","March","85150","79359","5791","6.8","8.7"
"HAMPSHIRE COUNTY","2010","April","85572","80212","5360","6.3","8.0"
"HAMPSHIRE COUNTY","2010","May","85677","80130","5547","6.5","7.9"
"HAMPSHIRE COUNTY","2010","June","86546","80130","6416","7.4","8.1"
"HAMPSHIRE COUNTY","2010","July","86397","79871","6526","7.6","8.1"
"HAMPSHIRE COUNTY","2010","August","85645","79794","5851","6.8","7.7"
"HAMPSHIRE COUNTY","2010","September","85414","79631","5783","6.8","7.8"
"HAMPSHIRE COUNTY","2010","October","85927","80710","5217","6.1","7.3"
"HAMPSHIRE COUNTY","2010","November","86018","80644","5374","6.2","7.5"
"HAMPSHIRE COUNTY","2010","December","85924","80482","5442","6.3","7.4"
"HAMPSHIRE COUNTY","2010","Annual","85594","79777","5817","6.8","8.1"
"HAMPSHIRE COUNTY","2009","January","85726","80372","5354","6.2","7.8"
"HAMPSHIRE COUNTY","2009","February","88554","83177","5377","6.1","8.1"
"HAMPSHIRE COUNTY","2009","March","88434","83407","5027","5.7","8.1"
"HAMPSHIRE COUNTY","2009","April","88589","83926","4663","5.3","7.5"
"HAMPSHIRE COUNTY","2009","May","88604","83396","5208","5.9","8.0"
"HAMPSHIRE COUNTY","2009","June","86495","80311","6184","7.1","8.4"
"HAMPSHIRE COUNTY","2009","July","85754","79412","6342","7.4","8.5"
"HAMPSHIRE COUNTY","2009","August","84902","79133","5769","6.8","8.2"
"HAMPSHIRE COUNTY","2009","September","86907","80780","6127","7.1","8.4"
"HAMPSHIRE COUNTY","2009","October","88537","82788","5749","6.5","8.1"
"HAMPSHIRE COUNTY","2009","November","88976","83045","5931","6.7","7.9"
"HAMPSHIRE COUNTY","2009","December","87710","81797","5913","6.7","8.2"
"HAMPSHIRE COUNTY","2009","Annual","87432","81795","5637","6.4","8.1"
"HAMPSHIRE COUNTY","2008","January","86095","82170","3925","4.6","5.2"
"HAMPSHIRE COUNTY","2008","February","88928","85242","3686","4.1","5.1"
"HAMPSHIRE COUNTY","2008","March","89536","85921","3615","4.0","4.9"
"HAMPSHIRE COUNTY","2008","April","89566","86357","3209","3.6","4.4"
"HAMPSHIRE COUNTY","2008","May","89673","85905","3768","4.2","4.9"
"HAMPSHIRE COUNTY","2008","June","87192","82763","4429","5.1","5.3"
"HAMPSHIRE COUNTY","2008","July","86253","81758","4495","5.2","5.5"
"HAMPSHIRE COUNTY","2008","August","85510","81471","4039","4.7","5.4"
"HAMPSHIRE COUNTY","2008","September","88084","83949","4135","4.7","5.5"
"HAMPSHIRE COUNTY","2008","October","90150","86186","3964","4.4","5.4"
"HAMPSHIRE COUNTY","2008","November","90340","85919","4421","4.9","5.7"
"HAMPSHIRE COUNTY","2008","December","89595","85039","4556","5.1","6.3"
"HAMPSHIRE COUNTY","2008","Annual","88410","84390","4020","4.5","5.3"
"HAMPSHIRE COUNTY","2007","January","86700","82660","4040","4.7","5.4"
"HAMPSHIRE COUNTY","2007","February","89438","85616","3822","4.3","5.1"
"HAMPSHIRE COUNTY","2007","March","89671","86215","3456","3.9","4.7"
"HAMPSHIRE COUNTY","2007","April","89381","86141","3240","3.6","4.3"
"HAMPSHIRE COUNTY","2007","May","89532","86225","3307","3.7","4.3"
"HAMPSHIRE COUNTY","2007","June","87288","83392","3896","4.5","4.6"
"HAMPSHIRE COUNTY","2007","July","86143","82313","3830","4.4","4.7"
"HAMPSHIRE COUNTY","2007","August","85049","81952","3097","3.6","4.3"
"HAMPSHIRE COUNTY","2007","September","87664","84448","3216","3.7","4.4"
"HAMPSHIRE COUNTY","2007","October","89446","86474","2972","3.3","4.0"
"HAMPSHIRE COUNTY","2007","November","90029","87019","3010","3.3","4.0"
"HAMPSHIRE COUNTY","2007","December","89252","86087","3165","3.5","4.3"
"HAMPSHIRE COUNTY","2007","Annual","88300","84879","3421","3.9","4.5"
"HAMPSHIRE COUNTY","2006","January","85850","82021","3829","4.5","5.3"
"HAMPSHIRE COUNTY","2006","February","89136","85195","3941","4.4","5.3"
"HAMPSHIRE COUNTY","2006","March","89178","85588","3590","4.0","5.0"
"HAMPSHIRE COUNTY","2006","April","89330","86015","3315","3.7","4.6"
"HAMPSHIRE COUNTY","2006","May","89436","86091","3345","3.7","4.6"
"HAMPSHIRE COUNTY","2006","June","87406","83473","3933","4.5","4.8"
"HAMPSHIRE COUNTY","2006","July","86133","82116","4017","4.7","5.0"
"HAMPSHIRE COUNTY","2006","August","85581","82060","3521","4.1","4.6"
"HAMPSHIRE COUNTY","2006","September","87972","84338","3634","4.1","4.7"
"HAMPSHIRE COUNTY","2006","October","90107","86820","3287","3.6","4.1"
"HAMPSHIRE COUNTY","2006","November","90447","86998","3449","3.8","4.3"
"HAMPSHIRE COUNTY","2006","December","89681","86511","3170","3.5","4.3"
"HAMPSHIRE COUNTY","2006","Annual","88355","84769","3586","4.1","4.7"
"HAMPSHIRE COUNTY","2005","January","85666","81870","3796","4.4","5.5"
"HAMPSHIRE COUNTY","2005","February","88748","84939","3809","4.3","5.5"
"HAMPSHIRE COUNTY","2005","March","88932","85286","3646","4.1","5.1"
"HAMPSHIRE COUNTY","2005","April","89086","85609","3477","3.9","4.6"
"HAMPSHIRE COUNTY","2005","May","89150","85667","3483","3.9","4.7"
"HAMPSHIRE COUNTY","2005","June","86693","82786","3907","4.5","4.9"
"HAMPSHIRE COUNTY","2005","July","85554","81777","3777","4.4","4.9"
"HAMPSHIRE COUNTY","2005","August","85146","81835","3311","3.9","4.5"
"HAMPSHIRE COUNTY","2005","September","87151","83746","3405","3.9","4.8"
"HAMPSHIRE COUNTY","2005","October","89430","86171","3259","3.6","4.3"
"HAMPSHIRE COUNTY","2005","November","89626","86046","3580","4.0","4.5"
"HAMPSHIRE COUNTY","2005","December","88684","85457","3227","3.6","4.5"
"HAMPSHIRE COUNTY","2005","Annual","87822","84266","3556","4.0","4.8"
"HAMPSHIRE COUNTY","2004","January","86672","82454","4218","4.9","6.1"
"HAMPSHIRE COUNTY","2004","February","89288","85338","3950","4.4","5.8"
"HAMPSHIRE COUNTY","2004","March","89631","85731","3900","4.4","5.7"
"HAMPSHIRE COUNTY","2004","April","89261","85771","3490","3.9","5.0"
"HAMPSHIRE COUNTY","2004","May","89345","85805","3540","4.0","5.0"
"HAMPSHIRE COUNTY","2004","June","87071","83012","4059","4.7","5.4"
